Country,Subject Descriptor,Units,1990,1995,2000,2005,2010,2015
Mongolia,"Gross domestic product per capita, current prices",National currency,"7,034.16","339,480.61","595,373.69","1,192,202.72","3,533,756.42","7,570,983.11"
Mongolia,"Gross domestic product per capita, current prices",U.S. dollars,"1,506.24",756.761,553.097,989.177,"2,602.37","3,842.54"
Mongolia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"3,603.08","3,266.67","3,790.42","5,518.77","7,469.60","10,558.19"
Mongolia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Mongolia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.027,0.019,0.018,0.021,0.023,0.029
Mongolia,Implied PPP conversion rate,National currency per current international dollar,1.952,103.922,157.073,216.027,473.085,717.072
Mongolia,Total investment,Percent of GDP,11.644,20.405,19.17,37.529,42.087,26.413
Mongolia,Gross national savings,Percent of GDP,11.844,21.202,14.41,40.996,29.763,18.34
Mongolia,"Inflation, average consumer prices",Index,0.142,10.292,25.767,35.468,61.525,100.008
Mongolia,"Inflation, average consumer prices",Percent change,,0.218,11.43,12.655,10.046,5.736
Mongolia,"Inflation, end of period consumer prices",Index,0.129,12.23,25.81,35.96,63.8,99.5
Mongolia,"Inflation, end of period consumer prices",Percent change,,53.105,8.537,9.412,12.92,1.015
Mongolia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Mongolia,Volume of imports of goods and services,Percent change,,53.405,69.051,-2.876,31.482,-10.974
Mongolia,Volume of Imports of goods,Percent change,-16.661,54.896,70.361,4.593,33.724,-11.193
Mongolia,Volume of exports of goods and services,Percent change,,-10.886,-10.926,24.305,17.967,3.167
Mongolia,Volume of exports of goods,Percent change,-12.999,-9.725,-10.019,24.225,23.522,-0.761
Mongolia,Unemployment rate,Percent of total labor force,,,,,9.9,7.5
Mongolia,Employment,Persons,,,,,,
Mongolia,Population,Persons,2.078,2.243,2.403,2.551,2.761,3.058
Mongolia,General government revenue,National currency,5.295,140.901,351.396,837.858,"3,122.19","5,983.40"
Mongolia,General government revenue,Percent of GDP,36.218,18.504,24.56,27.548,32.001,25.846
Mongolia,General government total expenditure,National currency,6.467,173.265,422.65,763.81,"3,080.69","7,137.97"
Mongolia,General government total expenditure,Percent of GDP,44.232,22.754,29.541,25.114,31.575,30.833
Mongolia,General government net lending/borrowing,National currency,-1.172,-32.364,-71.254,74.048,41.507,"-1,154.58"
Mongolia,General government net lending/borrowing,Percent of GDP,-8.014,-4.25,-4.98,2.435,0.425,-4.987
Mongolia,General government structural balance,National currency,,,,,,
Mongolia,General government structural balance,Percent of potential GDP,,,,,,
Mongolia,General government primary net lending/borrowing,National currency,,-30.564,-53.063,94.731,83.835,-423.521
Mongolia,General government primary net lending/borrowing,Percent of GDP,,-4.014,-3.709,3.115,0.859,-1.829
Mongolia,General government net debt,National currency,,,,,,
Mongolia,General government net debt,Percent of GDP,,,,,,
Mongolia,General government gross debt,National currency,,,,,"3,022.11","14,378.59"
Mongolia,General government gross debt,Percent of GDP,,,,,30.975,62.11
Mongolia,"Gross domestic product corresponding to fiscal year, current prices",National currency,14.62,761.454,"1,430.75","3,041.41","9,756.59","23,150.39"
Mongolia,Current account balance,U.S. dollars,,0.026,-0.07,0.088,-0.885,-0.948
Mongolia,Current account balance,Percent of GDP,,1.522,-5.257,3.468,-12.324,-8.072
Montenegro,"Gross domestic product, constant prices",National currency,,,1.739,1.998,2.403,2.629
Montenegro,"Gross domestic product, constant prices",Percent change,,,,4.2,2.7,3.39
Montenegro,"Gross domestic product, current prices",National currency,,,1.045,1.816,3.125,3.655
Montenegro,"Gross domestic product, current prices",U.S. dollars,,,0.966,2.261,4.146,4.055
Montenegro,"Gross domestic product, current prices",Purchasing power parity; international dollars,,,5.002,6.444,8.519,10.164
Montenegro,"Gross domestic product, deflator",Index,,,60.109,90.899,130.044,139.016
Montenegro,"Gross domestic product per capita, constant prices",National currency,,,"2,874.64","3,252.18","3,879.73","4,225.06"
Montenegro,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,,"12,439.22","14,072.96","16,788.50","18,282.83"
Montenegro,"Gross domestic product per capita, current prices",National currency,,,"1,727.91","2,956.21","5,045.35","5,873.53"
Montenegro,"Gross domestic product per capita, current prices",U.S. dollars,,,"1,596.63","3,679.83","6,694.17","6,517.42"
Montenegro,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,,"8,268.01","10,490.32","13,753.31","16,336.11"
Montenegro,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Montenegro,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,0.01,0.009,0.009,0.009
Montenegro,Implied PPP conversion rate,National currency per current international dollar,,,0.209,0.282,0.367,0.36
Montenegro,Total investment,Percent of GDP,,,23.749,18.684,21.77,20.095
Montenegro,Gross national savings,Percent of GDP,,,,3.791,1.17,9.118
Montenegro,"Inflation, average consumer prices",Index,,,129.864,220.518,263.719,292.78
Montenegro,"Inflation, average consumer prices",Percent change,,,29.864,3.446,0.381,1.549
Montenegro,"Inflation, end of period consumer prices",Index,,,125.69,197.974,239.553,264.7
Montenegro,"Inflation, end of period consumer prices",Percent change,,,25.69,1.8,0.444,1.42
Montenegro,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Montenegro,Volume of imports of goods and services,Percent change,,,,7.267,-2.948,9.268
Montenegro,Volume of Imports of goods,Percent change,,,,4.653,-4.302,6.591
Montenegro,Volume of exports of goods and services,Percent change,,,,8.672,7.56,9.273
Montenegro,Volume of exports of goods,Percent change,,,,-4.949,2.124,-8.936
Montenegro,Unemployment rate,Percent of total labor force,,,,,,
Montenegro,Employment,Persons,,,,,,
Montenegro,Population,Persons,,,0.605,0.614,0.619,0.622
Montenegro,General government revenue,National currency,,,,0.667,1.306,1.477
Montenegro,General government revenue,Percent of GDP,,,,36.756,41.777,40.42
Montenegro,General government total expenditure,National currency,,,,0.693,1.458,1.695
Montenegro,General government total expenditure,Percent of GDP,,,,38.17,46.647,46.38
Montenegro,General government net lending/borrowing,National currency,,,,-0.026,-0.152,-0.218
Montenegro,General government net lending/borrowing,Percent of GDP,,,,-1.414,-4.869,-5.961
Montenegro,General government structural balance,National currency,,,,,,
Montenegro,General government structural balance,Percent of potential GDP,,,,,,
Montenegro,General government primary net lending/borrowing,National currency,,,,-0.005,-0.121,-0.132
Montenegro,General government primary net lending/borrowing,Percent of GDP,,,,-0.276,-3.864,-3.601
Montenegro,General government net debt,National currency,,,,,,
Montenegro,General government net debt,Percent of GDP,,,,,,
Montenegro,General government gross debt,National currency,,,,0.7,1.407,2.513
Montenegro,General government gross debt,Percent of GDP,,,,38.568,45.007,68.76
Montenegro,"Gross domestic product corresponding to fiscal year, current prices",National currency,,,1.045,1.816,3.125,3.655
Montenegro,Current account balance,U.S. dollars,,,,-0.376,-0.842,-0.446
Montenegro,Current account balance,Percent of GDP,,,,-16.626,-20.31,-10.991
Morocco,"Gross domestic product, constant prices",National currency,343.879,374.804,458.021,581.401,742.274,902.909
Morocco,"Gross domestic product, constant prices",Percent change,4.035,-5.405,1.913,3.292,3.816,4.536
Morocco,"Gross domestic product, current prices",National currency,248.754,333.319,412.897,552.671,784.624,987.95
Morocco,"Gross domestic product, current prices",U.S. dollars,30.18,39.029,38.859,62.343,93.217,101.179
Morocco,"Gross domestic product, current prices",Purchasing power parity; international dollars,63.719,78.391,104.068,148.151,207.866,247.207
Morocco,"Gross domestic product, deflator",Index,72.337,88.931,90.148,95.058,105.705,109.419
Morocco,"Gross domestic product per capita, constant prices",National currency,"14,229.29","14,205.74","16,194.22","19,242.13","23,064.89","26,458.88"
Morocco,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"3,952.24","3,945.70","4,498.00","5,344.57","6,406.36","7,349.05"
Morocco,"Gross domestic product per capita, current prices",National currency,"10,293.11","12,633.36","14,598.78","18,291.28","24,380.83","28,950.92"
Morocco,"Gross domestic product per capita, current prices",U.S. dollars,"1,248.81","1,479.28","1,373.92","2,063.31","2,896.56","2,964.96"
Morocco,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"2,636.63","2,971.15","3,679.53","4,903.21","6,459.08","7,244.17"
Morocco,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Morocco,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.231,0.204,0.207,0.217,0.231,0.222
Morocco,Implied PPP conversion rate,National currency per current international dollar,3.904,4.252,3.968,3.73,3.775,3.996
Morocco,Total investment,Percent of GDP,28.378,22.967,24.326,27.495,34.074,30.801
Morocco,Gross national savings,Percent of GDP,25.767,19.212,20.634,28.136,29.7,28.661
Morocco,"Inflation, average consumer prices",Index,51.75,69.996,76.801,82.344,93.27,97.755
Morocco,"Inflation, average consumer prices",Percent change,6.026,6.124,1.923,0.983,0.871,1.411
Morocco,"Inflation, end of period consumer prices",Index,53.379,69.967,77.399,83.413,93.332,97.925
Morocco,"Inflation, end of period consumer prices",Percent change,7.543,4.148,1.67,2.095,1.831,0.586
Morocco,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Morocco,Volume of imports of goods and services,Percent change,16.126,8.489,6.771,13.153,0.052,-1.119
Morocco,Volume of Imports of goods,Percent change,18.074,11.019,7.983,13.886,-2.615,-3.263
Morocco,Volume of exports of goods and services,Percent change,18.704,-4.551,3.909,12.132,18.666,7.244
Morocco,Volume of exports of goods,Percent change,21.049,-0.964,4.529,8.57,27.371,7.805
Morocco,Unemployment rate,Percent of total labor force,,16,13.452,11.021,9.2,9.2
Morocco,Employment,Persons,,,,,,
Morocco,Population,Persons,24.167,26.384,28.283,30.215,32.182,34.125
Morocco,General government revenue,National currency,57.241,67.571,92.858,138.649,210.39,257.659
Morocco,General government revenue,Percent of GDP,23.011,20.272,22.489,25.087,26.814,26.08
Morocco,General government total expenditure,National currency,60.806,76.731,101.676,171.276,243.78,306.33
Morocco,General government total expenditure,Percent of GDP,24.444,23.02,24.625,30.991,31.07,31.007
Morocco,General government net lending/borrowing,National currency,-3.565,-9.16,-8.818,-32.628,-33.39,-48.671
Morocco,General government net lending/borrowing,Percent of GDP,-1.433,-2.748,-2.136,-5.904,-4.256,-4.926
Morocco,General government structural balance,National currency,,,-20.935,-32.702,-33.694,-45.899
Morocco,General government structural balance,Percent of potential GDP,,,-5.069,-5.857,-4.269,-4.641
Morocco,General government primary net lending/borrowing,National currency,9.635,7.623,9.902,-15.381,-15.844,-21.381
Morocco,General government primary net lending/borrowing,Percent of GDP,3.873,2.287,2.398,-2.783,-2.019,-2.164
Morocco,General government net debt,National currency,,,289.015,313.619,380.486,623.251
Morocco,General government net debt,Percent of GDP,,,69.997,56.746,48.493,63.085
Morocco,General government gross debt,National currency,189.726,260.514,289.821,327.568,384.448,629.204
Morocco,General government gross debt,Percent of GDP,76.271,78.158,70.192,59.27,48.998,63.688
Morocco,"Gross domestic product corresponding to fiscal year, current prices",National currency,248.754,333.319,412.897,552.671,784.624,987.95
Morocco,Current account balance,U.S. dollars,-0.714,-1.866,-1.434,0.4,-4.078,-2.165
Morocco,Current account balance,Percent of GDP,-2.365,-4.781,-3.692,0.641,-4.374,-2.14
Mozambique,"Gross domestic product, constant prices",National currency,104.654,126.126,193.947,292.243,419.665,592.792
Mozambique,"Gross domestic product, constant prices",Percent change,1,2.26,1.181,6.646,6.502,6.723
Mozambique,"Gross domestic product, current prices",National currency,3.29,26.17,86.132,196.989,377.115,637.76
Mozambique,"Gross domestic product, current prices",U.S. dollars,3.529,2.9,5.656,8.542,11.105,15.951
Mozambique,"Gross domestic product, current prices",Purchasing power parity; international dollars,3.724,5.066,8.462,14.3,22.568,34.918
Mozambique,"Gross domestic product, deflator",Index,3.144,20.749,44.41,67.406,89.861,107.586
Mozambique,"Gross domestic product per capita, constant prices",National currency,"8,058.15","8,145.95","10,950.08","14,259.98","17,834.13","21,921.16"
Mozambique,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,464.132,469.19,630.702,821.345,"1,027.21","1,262.61"
Mozambique,"Gross domestic product per capita, current prices",National currency,253.347,"1,690.21","4,862.94","9,612.07","16,025.92","23,584.05"
Mozambique,"Gross domestic product per capita, current prices",U.S. dollars,271.733,187.295,319.358,416.811,471.904,589.86
Mozambique,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,286.726,327.166,477.767,697.771,959.042,"1,291.27"
Mozambique,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Mozambique,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.014,0.013,0.017,0.021,0.025,0.031
Mozambique,Implied PPP conversion rate,National currency per current international dollar,0.884,5.166,10.178,13.775,16.71,18.264
Mozambique,Total investment,Percent of GDP,43.538,34.008,37.665,22.515,21.94,41.249
Mozambique,Gross national savings,Percent of GDP,31.54,18.001,25.345,13.611,6.816,3.835
Mozambique,"Inflation, average consumer prices",Index,1.876,12.424,23.308,40.369,67.435,85.168
Mozambique,"Inflation, average consumer prices",Percent change,43.723,47.668,12.713,6.428,12.428,3.552
Mozambique,"Inflation, end of period consumer prices",Index,2.181,16.036,23.826,43.739,72.3,91.34
Mozambique,"Inflation, end of period consumer prices",Percent change,47.099,56.537,11.438,11.148,17.446,10.554
Mozambique,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Mozambique,Volume of imports of goods and services,Percent change,4.597,-28.469,-11.242,8.977,-5.623,1.397
Mozambique,Volume of Imports of goods,Percent change,5.665,-33.769,-11.788,8.811,-8.456,3.271
Mozambique,Volume of exports of goods and services,Percent change,25.942,3.763,11.697,11.667,-17.62,-1.955
Mozambique,Volume of exports of goods,Percent change,25.455,-3.567,20.32,9.238,-4.207,-4.11
Mozambique,Unemployment rate,Percent of total labor force,,,,,,
Mozambique,Employment,Persons,,,,,,
Mozambique,Population,Persons,12.987,15.483,17.712,20.494,23.532,27.042
Mozambique,General government revenue,National currency,0.545,4.503,14.39,30.524,89.967,165.979
Mozambique,General government revenue,Percent of GDP,16.549,17.207,16.706,15.495,23.857,26.025
Mozambique,General government total expenditure,National currency,0.69,5.182,15.527,34.734,103.158,208.458
Mozambique,General government total expenditure,Percent of GDP,20.965,19.801,18.027,17.632,27.354,32.686
Mozambique,General government net lending/borrowing,National currency,-0.145,-0.679,-1.138,-4.21,-13.191,-42.479
Mozambique,General government net lending/borrowing,Percent of GDP,-4.416,-2.594,-1.321,-2.137,-3.498,-6.661
Mozambique,General government structural balance,National currency,,,,,,
Mozambique,General government structural balance,Percent of potential GDP,,,,,,
Mozambique,General government primary net lending/borrowing,National currency,-0.101,-0.335,-1.028,-2.962,-10.518,-34.857
Mozambique,General government primary net lending/borrowing,Percent of GDP,-3.057,-1.279,-1.194,-1.504,-2.789,-5.466
Mozambique,General government net debt,National currency,,,,,,
Mozambique,General government net debt,Percent of GDP,,,,,,
Mozambique,General government gross debt,National currency,,,86.531,122.882,149.405,557.568
Mozambique,General government gross debt,Percent of GDP,,,100.464,62.38,39.618,87.426
Mozambique,"Gross domestic product corresponding to fiscal year, current prices",National currency,3.29,26.17,86.132,196.989,377.115,637.76
Mozambique,Current account balance,U.S. dollars,-0.517,-0.464,-0.697,-0.761,-1.679,-5.968
Mozambique,Current account balance,Percent of GDP,-14.663,-16.007,-12.32,-8.904,-15.124,-37.414
Myanmar,"Gross domestic product, constant prices",National currency,,,"17,928.22","32,858.70","49,494.10","69,746.13"
Myanmar,"Gross domestic product, constant prices",Percent change,,,12.418,13.567,5.247,7.473
Myanmar,"Gross domestic product, current prices",National currency,,,"2,715.86","12,233.92","37,116.33","68,988.06"
Myanmar,"Gross domestic product, current prices",U.S. dollars,,,7.736,12.126,38.084,62.655
Myanmar,"Gross domestic product, current prices",Purchasing power parity; international dollars,,,44.715,91.911,152.146,216.278
Myanmar,"Gross domestic product, deflator",Index,,,15.148,37.232,74.991,98.913
Myanmar,"Gross domestic product per capita, constant prices",National currency,,,"393,293.73","690,344.37","1,006,820.55","1,362,247.92"
Myanmar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,,"1,130.11","1,983.66","2,893.04","3,914.34"
Myanmar,"Gross domestic product per capita, current prices",National currency,,,"59,578.08","257,028.47","755,028.98","1,347,441.56"
Myanmar,"Gross domestic product per capita, current prices",U.S. dollars,,,169.697,254.757,774.72,"1,223.74"
Myanmar,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,,980.927,"1,930.99","3,094.99","4,224.24"
Myanmar,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Myanmar,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,0.089,0.135,0.169,0.194
Myanmar,Implied PPP conversion rate,National currency per current international dollar,,,60.736,133.107,243.952,318.979
Myanmar,Total investment,Percent of GDP,,,12.414,10.939,21.036,33.552
Myanmar,Gross national savings,Percent of GDP,,,4.201,16.152,25.773,30.079
Myanmar,"Inflation, average consumer prices",Index,,,25.893,43.105,89.695,116.026
Myanmar,"Inflation, average consumer prices",Percent change,,,4.254,6.886,5.924,7.259
Myanmar,"Inflation, end of period consumer prices",Index,,,25.542,45.503,92.725,125.15
Myanmar,"Inflation, end of period consumer prices",Percent change,,,-1.144,9.982,6.5,13.591
Myanmar,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Myanmar,Volume of imports of goods and services,Percent change,,,-6.962,-7.663,-45.258,9.983
Myanmar,Volume of Imports of goods,Percent change,,,-6.968,-10.14,-50.975,10.697
Myanmar,Volume of exports of goods and services,Percent change,,,20.295,7.747,-4.97,18.055
Myanmar,Volume of exports of goods,Percent change,,,38.269,8.616,-4.508,14.653
Myanmar,Unemployment rate,Percent of total labor force,,,,,,
Myanmar,Employment,Persons,,,,,,
Myanmar,Population,Persons,,,45.585,47.598,49.159,51.199
Myanmar,General government revenue,National currency,,,372.727,"1,215.72","3,431.14","14,780.69"
Myanmar,General government revenue,Percent of GDP,,,13.724,9.937,9.244,21.425
Myanmar,General government total expenditure,National currency,,,525.227,"1,616.23","5,283.13","16,700.76"
Myanmar,General government total expenditure,Percent of GDP,,,19.339,13.211,14.234,24.208
Myanmar,General government net lending/borrowing,National currency,,,-152.5,-400.511,"-1,851.99","-1,920.07"
Myanmar,General government net lending/borrowing,Percent of GDP,,,-5.615,-3.274,-4.99,-2.783
Myanmar,General government structural balance,National currency,,,,,,
Myanmar,General government structural balance,Percent of potential GDP,,,,,,
Myanmar,General government primary net lending/borrowing,National currency,,,-114.183,-271.495,"-1,359.34","-1,114.23"
Myanmar,General government primary net lending/borrowing,Percent of GDP,,,-4.204,-2.219,-3.662,-1.615
Myanmar,General government net debt,National currency,,,,,,
Myanmar,General government net debt,Percent of GDP,,,,,,
Myanmar,General government gross debt,National currency,,,"4,310.03","14,042.39","19,477.93","25,093.75"
Myanmar,General government gross debt,Percent of GDP,,,158.699,114.782,52.478,36.374
Myanmar,"Gross domestic product corresponding to fiscal year, current prices",National currency,,,"2,715.86","12,233.92","37,116.33","68,988.06"
Myanmar,Current account balance,U.S. dollars,,,-0.635,0.632,1.804,-2.176
Myanmar,Current account balance,Percent of GDP,,,-8.213,5.213,4.737,-3.472
Namibia,"Gross domestic product, constant prices",National currency,52.859,64.194,76.29,96.245,113.202,146.019
Namibia,"Gross domestic product, constant prices",Percent change,,4.115,3.497,4.67,6.039,4.264
Namibia,"Gross domestic product, current prices",National currency,7.344,12.706,27.126,46.176,82.599,146.019
Namibia,"Gross domestic product, current prices",U.S. dollars,2.838,3.503,3.911,7.258,11.281,11.45
Namibia,"Gross domestic product, current prices",Purchasing power parity; international dollars,5.485,7.519,9.707,13.734,17.753,24.615
Namibia,"Gross domestic product, deflator",Index,13.893,19.793,35.557,47.978,72.966,100
Namibia,"Gross domestic product per capita, constant prices",National currency,"39,292.11","40,271.71","41,733.40","49,179.11","54,298.43","64,023.16"
Namibia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"6,642.05","6,807.64","7,054.73","8,313.37","9,178.76","10,822.65"
Namibia,"Gross domestic product per capita, current prices",National currency,"5,458.94","7,970.82","14,839.22","23,594.98","39,619.63","64,023.16"
Namibia,"Gross domestic product per capita, current prices",U.S. dollars,"2,109.53","2,197.59","2,139.71","3,708.79","5,410.98","5,020.47"
Namibia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"4,077.20","4,716.85","5,310.16","7,017.78","8,515.27","10,792.67"
Namibia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Namibia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.02,0.02,0.019,0.02,0.02,0.022
Namibia,Implied PPP conversion rate,National currency per current international dollar,1.339,1.69,2.794,3.362,4.653,5.932
Namibia,Total investment,Percent of GDP,27.847,21.636,20.076,19.842,22.872,28.895
Namibia,Gross national savings,Percent of GDP,28.818,26.658,24.972,24.435,20.691,16.913
Namibia,"Inflation, average consumer prices",Index,15.23,28.607,43.838,62.191,87.097,112.271
Namibia,"Inflation, average consumer prices",Percent change,,11.123,10.215,2.282,4.875,3.396
Namibia,"Inflation, end of period consumer prices",Index,15.808,29.342,45.85,63.265,87.526,113.811
Namibia,"Inflation, end of period consumer prices",Percent change,,8.591,12.09,3.585,3.06,3.696
Namibia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Namibia,Volume of imports of goods and services,Percent change,-1.672,9.17,-5.207,5.179,-4.299,10.512
Namibia,Volume of Imports of goods,Percent change,-1.672,9.17,-5.207,5.179,-4.299,10.512
Namibia,Volume of exports of goods and services,Percent change,-11.032,9.529,-0.868,-1.197,8.479,-7.073
Namibia,Volume of exports of goods,Percent change,-11.032,9.529,-0.868,-1.197,8.479,-7.073
Namibia,Unemployment rate,Percent of total labor force,,,,,,
Namibia,Employment,Persons,,,,,,
Namibia,Population,Persons,1.345,1.594,1.828,1.957,2.085,2.281
Namibia,General government revenue,National currency,2.08,3.993,8.018,12.762,23.531,51.65
Namibia,General government revenue,Percent of GDP,27.808,30.065,28.657,26.511,27.855,34.678
Namibia,General government total expenditure,National currency,2.009,4.243,8.233,12.906,27.645,63.772
Namibia,General government total expenditure,Percent of GDP,26.852,31.945,29.427,26.81,32.725,42.817
Namibia,General government net lending/borrowing,National currency,0.071,-0.25,-0.215,-0.144,-4.114,-12.121
Namibia,General government net lending/borrowing,Percent of GDP,0.955,-1.881,-0.77,-0.299,-4.87,-8.138
Namibia,General government structural balance,National currency,,,,,,
Namibia,General government structural balance,Percent of potential GDP,,,,,,
Namibia,General government primary net lending/borrowing,National currency,0.124,-0.112,0.28,0.937,-3.182,-9.665
Namibia,General government primary net lending/borrowing,Percent of GDP,1.662,-0.84,1.001,1.947,-3.766,-6.489
Namibia,General government net debt,National currency,,2.35,5.201,11.554,11.053,53.554
Namibia,General government net debt,Percent of GDP,,17.697,18.59,24.001,13.084,35.956
Namibia,General government gross debt,National currency,,2.576,5.701,12.533,13.487,61.459
Namibia,General government gross debt,Percent of GDP,,19.398,20.377,26.035,15.965,41.264
Namibia,"Gross domestic product corresponding to fiscal year, current prices",National currency,7.48,13.282,27.979,48.139,84.476,148.941
Namibia,Current account balance,U.S. dollars,0.028,0.176,0.192,0.329,-0.448,-1.559
Namibia,Current account balance,Percent of GDP,0.971,5.022,4.897,4.539,-3.975,-13.62
Nauru,"Gross domestic product, constant prices",National currency,,,,0.032,0.04,0.084
Nauru,"Gross domestic product, constant prices",Percent change,,,,-0.356,11.113,3.418
Nauru,"Gross domestic product, current prices",National currency,,,,0.042,0.054,0.104
Nauru,"Gross domestic product, current prices",U.S. dollars,,,,0.031,0.047,0.087
Nauru,"Gross domestic product, current prices",Purchasing power parity; international dollars,,,,0.036,0.049,0.112
Nauru,"Gross domestic product, deflator",Index,,,,128.523,134.676,124.03
Nauru,"Gross domestic product per capita, constant prices",National currency,,,,"3,278.00","4,001.50","6,742.00"
Nauru,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,,,"4,490.85","5,482.04","9,236.53"
Nauru,"Gross domestic product per capita, current prices",National currency,,,,"4,212.97","5,389.07","8,362.13"
Nauru,"Gross domestic product per capita, current prices",U.S. dollars,,,,"3,167.65","4,748.08","6,994.05"
Nauru,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,,,"3,647.14","4,892.81","8,974.54"
Nauru,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Nauru,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,,--,--,--
Nauru,Implied PPP conversion rate,National currency per current international dollar,,,,1.155,1.101,0.932
Nauru,Total investment,Percent of GDP,,,,,,
Nauru,Gross national savings,Percent of GDP,,,,,,
Nauru,"Inflation, average consumer prices",Index,,,,66.956,102.283,107.885
Nauru,"Inflation, average consumer prices",Percent change,,,,8.662,-1.968,9.784
Nauru,"Inflation, end of period consumer prices",Index,,,,66.331,98.93,109.93
Nauru,"Inflation, end of period consumer prices",Percent change,,,,0.186,-5.592,3.51
Nauru,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Nauru,Volume of imports of goods and services,Percent change,,,,,,
Nauru,Volume of Imports of goods,Percent change,,,,,,
Nauru,Volume of exports of goods and services,Percent change,,,,,,
Nauru,Volume of exports of goods,Percent change,,,,,,
Nauru,Unemployment rate,Percent of total labor force,,,,,,
Nauru,Employment,Persons,,,,,,
Nauru,Population,Persons,,,,0.01,0.01,0.012
Nauru,General government revenue,National currency,,,,,0.04,0.098
Nauru,General government revenue,Percent of GDP,,,,,74.093,93.546
Nauru,General government total expenditure,National currency,,,,,0.04,0.087
Nauru,General government total expenditure,Percent of GDP,,,,,74,83.09
Nauru,General government net lending/borrowing,National currency,,,,,--,0.011
Nauru,General government net lending/borrowing,Percent of GDP,,,,,0.093,10.456
Nauru,General government structural balance,National currency,,,,,,
Nauru,General government structural balance,Percent of potential GDP,,,,,,
Nauru,General government primary net lending/borrowing,National currency,,,,,,
Nauru,General government primary net lending/borrowing,Percent of GDP,,,,,,
Nauru,General government net debt,National currency,,,,,,
Nauru,General government net debt,Percent of GDP,,,,,,
Nauru,General government gross debt,National currency,,,,,0.131,0.11
Nauru,General government gross debt,Percent of GDP,,,,,243.248,105.838
Nauru,"Gross domestic product corresponding to fiscal year, current prices",National currency,,,,0.042,0.054,0.104
Nauru,Current account balance,U.S. dollars,,,,,0.023,-0.019
Nauru,Current account balance,Percent of GDP,,,,,48.013,-21.312
Nepal,"Gross domestic product, constant prices",National currency,625.225,805.064,"1,018.83","1,213.21","1,507.63","1,862.36"
Nepal,"Gross domestic product, constant prices",Percent change,4.635,3.468,6.116,3.479,4.816,3.976
Nepal,"Gross domestic product, current prices",National currency,126.917,268.982,465.726,673.806,"1,363.56","2,423.64"
Nepal,"Gross domestic product, current prices",U.S. dollars,4.452,5.391,6.551,9.351,18.293,24.361
Nepal,"Gross domestic product, current prices",Purchasing power parity; international dollars,16.083,23.376,32.137,42.918,58.612,80.943
Nepal,"Gross domestic product, deflator",Index,20.299,33.411,45.712,55.539,90.444,130.138
Nepal,"Gross domestic product per capita, constant prices",National currency,"33,071.08","37,312.81","42,555.83","47,125.18","55,811.01","68,937.82"
Nepal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"1,598.38","1,803.39","2,056.79","2,277.63","2,697.43","3,331.87"
Nepal,"Gross domestic product per capita, current prices",National currency,"6,713.25","12,466.69","19,453.00","26,172.83","50,477.55","89,714.44"
Nepal,"Gross domestic product per capita, current prices",U.S. dollars,235.483,249.856,273.639,363.231,677.187,901.75
Nepal,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,850.716,"1,083.40","1,342.34","1,667.06","2,169.75","2,996.22"
Nepal,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
